tableName;tableExtends;tableType;columnName;columnType;key;required;refSchema;refTable;refLink;refBack;refLabel;defaultValue;validation;visible;computed;semantics;profiles;label;description
visits_cleft;;;scoreCLEFTQFACE;int;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";parseInt(((typeof cLEFTQFACE_Q01=== 'undefined')?0:cLEFTQFACE_Q01?.name) || 0 )+parseInt(((typeof cLEFTQFACE_Q02=== 'undefined')?0:cLEFTQFACE_Q02?.name) || 0 )+parseInt(((typeof cLEFTQFACE_Q03=== 'undefined')?0:cLEFTQFACE_Q03?.name) || 0 )+parseInt(((typeof cLEFTQFACE_Q04=== 'undefined')?0:cLEFTQFACE_Q04?.name) || 0 )+parseInt(((typeof cLEFTQFACE_Q05=== 'undefined')?0:cLEFTQFACE_Q05?.name) || 0 )+parseInt(((typeof cLEFTQFACE_Q06=== 'undefined')?0:cLEFTQFACE_Q06?.name) || 0 )+parseInt(((typeof cLEFTQFACE_Q07=== 'undefined')?0:cLEFTQFACE_Q07?.name) || 0 )+parseInt(((typeof cLEFTQFACE_Q08=== 'undefined')?0:cLEFTQFACE_Q08?.name) || 0 )+parseInt(((typeof cLEFTQFACE_Q09=== 'undefined')?0:cLEFTQFACE_Q09?.name) || 0 );;;Score of CLEFT-Q Face;
visits_cleft;;;CLEFTQLIPS;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;CLEFT-Q Appearance of the Lips;
visits_cleft;;;CLEFTQLIPS_Q;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;HOW DO YOUR LIPS LOOK? Answer each question by selecting one option Please answer thinking of how your lips look NOW. How much do you like;How much do you like
visits_cleft;;;CLEFTQLIPS_Q01;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;1. how your lips look when you smile?;
visits_cleft;;;CLEFTQLIPS_Q02;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;2. the size of your lips?;
visits_cleft;;;CLEFTQLIPS_Q03;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;3. how your lips look in photos?;
visits_cleft;;;CLEFTQLIPS_Q04;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;4. how your lips look when you laugh?;
visits_cleft;;;CLEFTQLIPS_Q05;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;5. how your lips look in the mirror?;
visits_cleft;;;CLEFTQLIPS_Q06;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;6. how your lips look when your mouth is closed?;
visits_cleft;;;CLEFTQLIPS_Q07;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;7. the shape of your lips?;
visits_cleft;;;CLEFTQLIPS_Q08;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;8. how full your lips look?;
visits_cleft;;;CLEFTQLIPS_Q09;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;9. how your lips look up close?;
visits_cleft;;;scoreCLEFTQLIPS;int;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";parseInt(((typeof cLEFTQLIPS_Q01=== 'undefined')?0:cLEFTQLIPS_Q01?.name) || 0 )+parseInt(((typeof cLEFTQLIPS_Q02=== 'undefined')?0:cLEFTQLIPS_Q02?.name) || 0 )+parseInt(((typeof cLEFTQLIPS_Q03=== 'undefined')?0:cLEFTQLIPS_Q03?.name) || 0 )+parseInt(((typeof cLEFTQLIPS_Q04=== 'undefined')?0:cLEFTQLIPS_Q04?.name) || 0 )+parseInt(((typeof cLEFTQLIPS_Q05=== 'undefined')?0:cLEFTQLIPS_Q05?.name) || 0 )+parseInt(((typeof cLEFTQLIPS_Q06=== 'undefined')?0:cLEFTQLIPS_Q06?.name) || 0 )+parseInt(((typeof cLEFTQLIPS_Q07=== 'undefined')?0:cLEFTQLIPS_Q07?.name) || 0 )+parseInt(((typeof cLEFTQLIPS_Q08=== 'undefined')?0:cLEFTQLIPS_Q08?.name) || 0 )+parseInt(((typeof cLEFTQLIPS_Q09=== 'undefined')?0:cLEFTQLIPS_Q09?.name) || 0 );;;Sum score;
visits_cleft;;;CLEFTQSCAR;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;CLEFT-Q Appearance of the Cleft Lip Scar;
visits_cleft;;;PROM_cleft;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Patient and parent reported outcome measures;
visits_cleft;;;CLEFTQSCAR_Q;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;HOW DOES YOUR CLEFT LIP SCAR LOOK? Answer each question by selecting one option. Please answer thinking of how your cleft lip scar looks NOW.;How much do you like
visits_cleft;;;CLEFTQSCAR_Q1;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;1. the color of your cleft lip scar?;
visits_cleft;;;CLEFTQSCAR_Q2;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;2. how your cleft lip scar looks when you smile?;
visits_cleft;;;CLEFTQSCAR_Q3;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;3. the width of your cleft lip scar?;
visits_cleft;;;CLEFTQSCAR_Q4;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;4. the size of your cleft lip scar?;
visits_cleft;;;CLEFTQSCAR_Q5;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;5. how your cleft lip scar looks in photos?;
visits_cleft;;;CLEFTQSCAR_Q6;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;6. the shape of your cleft lip scar?;
visits_cleft;;;CLEFTQSCAR_Q7;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;7. how your cleft lip scar looks in the mirror?;
visits_cleft;;;scoreCLEFTQSCAR;int;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";parseInt(((typeof cLEFTQSCAR_Q1=== 'undefined')?0:cLEFTQSCAR_Q1?.name) || 0 )+parseInt(((typeof cLEFTQSCAR_Q2=== 'undefined')?0:cLEFTQSCAR_Q2?.name) || 0 )+parseInt(((typeof cLEFTQSCAR_Q3=== 'undefined')?0:cLEFTQSCAR_Q3?.name) || 0 )+parseInt(((typeof cLEFTQSCAR_Q4=== 'undefined')?0:cLEFTQSCAR_Q4?.name) || 0 )+parseInt(((typeof cLEFTQSCAR_Q5=== 'undefined')?0:cLEFTQSCAR_Q5?.name) || 0 )+parseInt(((typeof cLEFTQSCAR_Q6=== 'undefined')?0:cLEFTQSCAR_Q6?.name) || 0 )+parseInt(((typeof cLEFTQSCAR_Q7=== 'undefined')?0:cLEFTQSCAR_Q7?.name) || 0 );;;Sum score;
visits_cleft;;;ICS;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Intelligibility in Context Scale;
visits_cleft;;;ICS_instruction;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Please ask the following questions;
visits_cleft;;;ICS_Q01;ontology;;false;cranioOntology;ics_answer;;;${label};;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Do you understand your child?;
visits_cleft;;;ICS_Q02;ontology;;false;cranioOntology;ics_answer;;;${label};;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Do immediate members of your family understand your child?;
visits_cleft;;;ICS_Q03;ontology;;false;cranioOntology;ics_answer;;;${label};;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Do extended member of your family understand your child?;
visits_cleft;;;ICS_Q04;ontology;;false;cranioOntology;ics_answer;;;${label};;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Do your childs friends understand your child?;
visits_cleft;;;ICS_Q05;ontology;;false;cranioOntology;ics_answer;;;${label};;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Do other acquaintances understand your child?;
visits_cleft;;;ICS_Q06;ontology;;false;cranioOntology;ics_answer;;;${label};;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Do your childs teachers understand your child?;
visits_cleft;;;ICS_Q07;ontology;;false;cranioOntology;ics_answer;;;${label};;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";;;;Do strangers understand your child?;
visits_cleft;;;scoreICS_score;int;;false;;;;;;;;"(typevisitcleft?.name=== ""visitTwo"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus"")) || (typevisitcleft?.name=== ""visitThree"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""))";parseInt(((typeof iCS_Q01=== 'undefined')?0:iCS_Q01?.name) || 0 )+parseInt(((typeof iCS_Q02=== 'undefined')?0:iCS_Q02?.name) || 0 )+parseInt(((typeof iCS_Q03=== 'undefined')?0:iCS_Q03?.name) || 0 )+parseInt(((typeof iCS_Q04=== 'undefined')?0:iCS_Q04?.name) || 0 )+parseInt(((typeof iCS_Q05=== 'undefined')?0:iCS_Q05?.name) || 0 )+parseInt(((typeof iCS_Q06=== 'undefined')?0:iCS_Q06?.name) || 0 )+parseInt(((typeof iCS_Q07=== 'undefined')?0:iCS_Q07?.name) || 0 );;;Sum score;
visits_cleft;;;CLEFTQEATING;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;CLEFT-Q Eating and Drinking;
visits_cleft;;;CLEFTQEATING_Q;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;"HOW IS YOUR EATING AND DRINKING? Answer each question by circling one number. 
Please answer thinking of the PAST WEEK.";
visits_cleft;;;CLEFTQEATING_Q01;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;1. Food falls out of my mouth when I eat.;
visits_cleft;;;CLEFTQEATING_Q02;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;2. I have trouble drinking through a straw.;
visits_cleft;;;CLEFTQEATING_Q03;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;3. I have to avoid eating certain foods.;
visits_cleft;;;CLEFTQEATING_Q04;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;4. Some types of food are hard for me to chew.;
visits_cleft;;;CLEFTQEATING_Q05;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;5. Food gets stuck in a hole in my mouth.;
visits_cleft;;;CLEFTQEATING_Q06;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;6. Food or drinks go up my nose.;
visits_cleft;;;CLEFTQEATING_Q07;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;7. I have trouble biting into some foods.;
visits_cleft;;;CLEFTQEATING_Q08;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;8. I have to take small bites when I eat.;
visits_cleft;;;CLEFTQEATING_Q09;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";;;;9. I have to eat slowly.;
